female.wav - 0.05357212,0.2614669,0.2579606,0.2689803,0.01101968,4.031028,0.6977469,0.2599642,0.2490138,0.2329578,0.1729412,0.2791139,0,10.07754
female1.wav - 0.09691,0.05168718,0.01900754,0.2111949,0.1921874,4.742358,0.9403267,0,0.09933864,0.1364053,0.03187251,0.2758621,0,2.046875
female2.wav - 0.1130088,0.2060894,0.009189944,0.2412849,0.232095,12.92382,0.8395535,0,0.1372391,0.180764,0.03265306,0.2758621,0,0.53125
female3.wav - 0.04493556,0.2408372,0.2126799,0.2639918,0.05131189,.736109,0.8692204, 0.2068198,0.2324203,0.1879368,0.032, 0.2758621, 0,3.8125
male.wav - 0.08182344,0.1206077,0.05029491,0.2099374,0.1596425,16.05662,0.9311203,0.05004468,0.1301362,0.2229511,0.1729412,0.2791139,0,0.6029297
male1.wav - 0.0649388,0.210536,0.134926,0.2544155,0.1194895,1.522584,0.9303752,0.271853,0.1930795,0.1103932,0.03137255,0.2758621,0.015625,3.625
male2.wav - 0.08002559,0.1643696,0.1163451,0.2474119,0.1310669,2.115133,0.9282573,0.09004594,0.1656582,0.1271662,0.03187251,0.2758621,0,2.640625
male3.wav - 0.07711647,0.1639309,0.1048958,0.2227993,0.1179035,28.45172,0.9309978,0,0.1564447,0.1032877,0.03174603,0.2758621,0, 0.59375
